Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene description
WBGene00015587	sdz-2	X	17099112	17100752	-1	SKN-1 Dependent Zygotic transcript  [Source:UniProtKB/TrEMBL;Acc:Q17810]
WBGene00015588	C08A9.8	X	17102845	17104871	-1	
WBGene00015589	C08A9.9	X	17106790	17108244	-1	
WBGene00015590	bath-15	III	7774778	7776039	-1	BTB and MATH domain-containing protein 15  [Source:RefSeq peptide;Acc:NP_498694]
WBGene00015591	cyk-7	III	7793446	7795409	-1	Cytokinesis defective protein 7  [Source:UniProtKB/Swiss-Prot;Acc:P34325]
WBGene00015592	C08D8.1	V	8345759	8349909	1	
WBGene00015593	C08E3.1	II	1633806	1634089	1	
WBGene00015594	btb-15	II	1611331	1612510	1	
WBGene00015595	bath-33	II	1604666	1606143	-1	BTB and MATH domain containing  [Source:UniProtKB/TrEMBL;Acc:O17193]
WBGene00015596	fbxa-161	II	1606595	1607603	-1	
WBGene00015597	fbxa-162	II	1607869	1609014	-1	
WBGene00015598	fbxa-163	II	1609256	1610715	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17196]
WBGene00015599	fbxa-164	II	1612788	1614059	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17198]
WBGene00015600	fbxa-165	II	1614793	1616463	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17199]
WBGene00015601	fbxa-166	II	1616912	1619004	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17200]
WBGene00015602	fbxa-158	II	1619894	1621261	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17201]
WBGene00015603	fbxa-159	II	1622651	1622847	-1	
WBGene00015604	fbxa-160	II	1623907	1624672	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O17203]
WBGene00015605	C08E3.13	II	1631995	1633850	-1	
WBGene00015606	math-2	II	1797852	1801377	1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O17179]
WBGene00015607	fbxb-13	II	1789181	1790217	1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O17178]
WBGene00015608	math-3	II	1772085	1778526	1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:Q8MXJ3]
WBGene00015609	math-4	II	1778772	1782409	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:H2KYK6]
WBGene00015610	C08F1.6	II	1787222	1788187	-1	
WBGene00015611	C08F1.8	II	1807407	1808317	-1	
WBGene00015613	C08F1.10	II	1785270	1786309	-1	
WBGene00015614	C08G5.1	II	734607	738666	-1	
WBGene00015615	fbxc-48	II	739598	740852	-1	F-box C protein  [Source:UniProtKB/TrEMBL;Acc:Q9TZL5]
WBGene00015616	C08G5.3	II	741595	745128	-1	
WBGene00015618	C08G5.6	II	770553	772117	1	
WBGene00015619	C08G9.1	IV	7658734	7664166	1	
WBGene00015620	C08G9.2	IV	7664157	7672972	-1	
WBGene00015621	C09B7.2	X	2668127	2670590	1	
WBGene00015622	C09B8.3	X	6006969	6011310	-1	
WBGene00015623	C09B8.4	X	6018442	6019936	-1	
WBGene00015624	C09B8.5	X	6020866	6022569	-1	
WBGene00015625	C09B8.8	X	6015492	6017584	1	
WBGene00015626	C09B9.1	IV	5037815	5040495	1	
WBGene00015627	C09B9.2	IV	5029250	5031046	1	
WBGene00015628	best-6	IV	5026523	5029078	-1	Bestrophin-6  [Source:UniProtKB/Swiss-Prot;Acc:Q17851]
WBGene00015629	C09B9.4	IV	5031596	5033395	-1	
WBGene00015630	C09B9.7	IV	5056973	5061012	-1	
WBGene00015631	clec-89	I	4071799	4073088	-1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:G4RY15]
WBGene00015632	C09D4.1	I	5497679	5505447	1	Uncharacterized MFS-type transporter C09D4.1  [Source:UniProtKB/Swiss-Prot;Acc:O01735]
WBGene00015633	C09D4.2	I	5491424	5493263	1	
WBGene00015634	C09D4.3	I	5488309	5490626	1	
WBGene00015635	C09D4.4	I	5479550	5484643	-1	
WBGene00015636	C09D4.6	I	5486487	5487150	-1	
WBGene00015637	srxa-5	III	6532560	6533819	1	Serpentine Receptor, class XA  [Source:UniProtKB/TrEMBL;Acc:Q95YE4]
WBGene00015638	C09E7.4	III	6534467	6536995	-1	
WBGene00015639	C09E7.5	III	6538101	6541312	-1	
WBGene00015640	C09E7.6	III	6541550	6546425	-1	
WBGene00015641	C09E7.7	III	6546723	6551242	-1	
WBGene00015642	C09E7.8	III	6553575	6558575	-1	
WBGene00015644	C09E8.1	II	556485	564215	1	
WBGene00015645	lips-7	II	553086	554789	1	LIPaSe related  [Source:UniProtKB/TrEMBL;Acc:O76556]
WBGene00015646	mlt-10	II	546705	552031	1	
WBGene00015647	C09F5.1	III	658709	662732	1	BRICHOS domain-containing protein C09F5.1  [Source:UniProtKB/Swiss-Prot;Acc:Q09231]
WBGene00015648	orai-1	III	646754	654463	1	ORAI (Store-operated calcium channel) homolog  [Source:UniProtKB/TrEMBL;Acc:B6VQ32]
WBGene00015649	C09F5.3	III	662847	666265	-1	Putative zinc finger protein C09F5.3  [Source:UniProtKB/Swiss-Prot;Acc:Q09452]
WBGene00015650	pkg-2	IV	8520894	8538182	1	Protein Kinase, cGMP-dependent  [Source:UniProtKB/TrEMBL;Acc:Q8MQE2]
WBGene00015651	ceh-53	IV	3498218	3503912	1	C. Elegans Homeobox  [Source:UniProtKB/TrEMBL;Acc:O44462]
WBGene00015652	srz-79	IV	3493610	3495179	1	Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:O44460]
WBGene00015653	srz-78	IV	3491777	3493216	1	Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:O44459]
WBGene00015654	srz-77	IV	3487524	3489089	1	
WBGene00015655	C09G12.5	IV	3479335	3479730	1	
WBGene00015656	srz-70	IV	3477392	3479011	-1	Serpentine Receptor, class Z  [Source:UniProtKB/TrEMBL;Acc:Q688B9]
WBGene00015658	tsg-101	IV	3510046	3514572	-1	Tumor Susceptibility Gene homolog  [Source:UniProtKB/TrEMBL;Acc:O76258]
WBGene00015659	C09H5.1	V	8082367	8082767	1	
WBGene00015660	catp-3	V	8076012	8079914	1	Cation transporting ATPase  [Source:UniProtKB/TrEMBL;Acc:O16331]
WBGene00015661	C09H5.7	V	8084120	8085241	-1	Serine/threonine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:O16334]
WBGene00015662	C10A4.1	X	7415839	7418627	1	
WBGene00015663	C10A4.2	X	7410235	7412749	1	
WBGene00015664	C10A4.3	X	7407456	7408703	1	
WBGene00015665	C10A4.4	X	7402131	7403609	1	
WBGene00015666	gad-2	X	7393467	7395987	1	
WBGene00015667	C10A4.6	X	7390574	7392276	1	
WBGene00015668	C10A4.7	X	7413611	7415520	-1	
WBGene00015670	C10B5.1	V	8581261	8583576	1	
WBGene00015671	C10B5.3	V	8583553	8584554	-1	
WBGene00015672	C10E2.1	X	16763153	16766656	1	
WBGene00015673	C10E2.2	X	16745753	16748208	1	
WBGene00015674	C10E2.4	X	16749755	16751110	-1	
WBGene00015675	C10E2.5	X	16751864	16753673	-1	
WBGene00015676	mct-6	X	16767422	16770498	-1	MonoCarboxylate Transporter family  [Source:UniProtKB/TrEMBL;Acc:O17328]
WBGene00015677	cpg-4	V	5996323	5999344	1	Chondroitin proteoglycan 4  [Source:UniProtKB/Swiss-Prot;Acc:O16883]
WBGene00015678	mcp-1	V	5961813	5969175	1	GDP-D-glucose phosphorylase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q5ZR76]
WBGene00015679	C10F3.7	V	5985440	5986855	-1	
WBGene00015680	egal-1	IV	5820370	5830199	1	EGALitarian (Drosophila exonuclease-like) homolog  [Source:UniProtKB/TrEMBL;Acc:Q17902]
WBGene00015681	C10G8.2	V	5314404	5315589	1	
WBGene00015682	C10G8.3	V	5312890	5314289	1	
WBGene00015683	C10G8.4	V	5311935	5312349	1	
WBGene00015684	C10G8.8	V	5324806	5328470	-1	
WBGene00015685	C10G11.1	I	6307303	6308636	1	
WBGene00015686	C10G11.6	I	6289433	6293855	1	
WBGene00015687	chdp-1	I	6284973	6289340	1	Calponin Homology Domain containing Protein  [Source:UniProtKB/TrEMBL;Acc:P91027]
WBGene00015688	C10G11.8	I	6271866	6273780	-1	
WBGene00015689	spch-2	I	6274575	6275291	-1	SPerm CHromatin enriched  [Source:UniProtKB/TrEMBL;Acc:P91026]
WBGene00015690	C10G11.10	I	6304916	6306363	-1	
WBGene00015691	viln-1	I	4747490	4759601	1	VILliN related  [Source:UniProtKB/TrEMBL;Acc:P91041]
WBGene00015692	ugt-25	I	4731603	4735276	1	UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:P91039]
WBGene00015693	ugt-28	I	4727280	4730366	1	UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:P91038]
WBGene00015694	ugt-27	I	4724065	4726779	1	UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:P91037]
WBGene00015695	ugt-26	I	4721131	4723960	1	UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:H2KYQ0]
WBGene00015696	C10H11.7	I	4719789	4721098	1	Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:P91035]
WBGene00015697	mlst-8	I	4735471	4738100	-1	Mtor (MTOR) associated protein, LST8 homolog  [Source:UniProtKB/TrEMBL;Acc:E5QCF5]
WBGene00015698	kca-1	I	4759820	4761321	-1	Kinesin 1 cargo adaptor alternative variant a; Kinesin Cargo Adaptor  [Source:UniProtKB/TrEMBL;Acc:G5EBU5]
WBGene00015700	asp-9	IV	6185888	6189205	1	ASpartyl Protease  [Source:UniProtKB/TrEMBL;Acc:O45072]
WBGene00015701	C11D2.3	IV	6152437	6154623	1	
WBGene00015702	C11D2.4	IV	6155492	6156960	-1	
WBGene00015703	C11D2.7	IV	6154558	6155396	-1	
WBGene00015704	tiam-1	I	4409689	4426137	1	TIAM (Mammalian Tumor Invasion And Metastasis factor) homolog  [Source:UniProtKB/TrEMBL;Acc:O01847]
WBGene00015705	nhr-152	V	7686350	7688228	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q17929]
WBGene00015706	C12D5.3	V	7676204	7676965	1	
WBGene00015707	C12D5.4	V	7672089	7673253	1	
WBGene00015708	C12D5.5	V	7668240	7669000	1	
WBGene00015709	cyp-33A1	V	7679314	7681615	-1	CYtochrome P450 family  [Source:UniProtKB/TrEMBL;Acc:Q27470]
WBGene00015710	C12D5.9	V	7688237	7689988	-1	
WBGene00015711	C12D5.10	V	7692071	7693488	-1	
WBGene00015712	sre-11	V	7681820	7683957	-1	Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:Q8I7M5]
WBGene00015713	C12D12.1	X	3499253	3505251	1	
WBGene00015714	C12D12.3	X	3489293	3491155	1	
WBGene00015715	C12D12.4	X	3486309	3486838	-1	
WBGene00015716	sox-4	X	3505286	3511529	-1	SOX (Mammalian SRY box) family  [Source:UniProtKB/TrEMBL;Acc:Q17922]
WBGene00015718	C13A2.1	V	7289027	7291831	1	
WBGene00015719	C13A2.2	V	7286185	7287399	1	
WBGene00015720	C13A2.3	V	7282337	7284667	1	
WBGene00015721	C13A2.4	V	7279310	7280530	1	
WBGene00015722	C13A2.5	V	7275791	7278472	1	
WBGene00015723	C13A2.6	V	7269731	7272787	1	
WBGene00015724	C13A2.7	V	7266353	7268806	1	
WBGene00015725	C13A2.9	V	7262565	7264148	-1	
WBGene00015726	C13A2.10	V	7273831	7275087	-1	
WBGene00015727	C13A2.11	V	7280875	7281972	-1	
WBGene00015728	C13A10.1	II	1350720	1355641	-1	
WBGene00015729	C13A10.2	II	1357177	1358005	-1	
WBGene00015730	srt-1	V	2435725	2437784	1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:G5EF36]
WBGene00015731	C13B7.6	V	2421867	2422895	1	
WBGene00015733	C13B9.2	III	6620254	6622265	1	
WBGene00015734	copd-1	III	6622676	6624972	-1	Probable coatomer subunit delta  [Source:UniProtKB/Swiss-Prot;Acc:Q09236]
WBGene00015735	pdfr-1	III	6632841	6652083	-1	Calcitonin receptor-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q09460]
WBGene00015736	srsx-11	V	4977934	4979160	-1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:O16238]
WBGene00015737	srsx-12	V	4979947	4980973	-1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:O16239]
WBGene00015738	srsx-13	V	4981809	4983191	-1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:O16240]
WBGene00015739	ugt-7	V	4997048	5000558	-1	UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:O16243]
WBGene00015740	C13E3.1	X	8893129	8898517	1	
WBGene00015741	C13F10.1	V	7224078	7225204	1	
WBGene00015742	kxd-1	V	7221473	7222156	1	KXDl (KxDL) motif containing homolog  [Source:UniProtKB/TrEMBL;Acc:O01488]
WBGene00015743	soap-1	V	7205626	7214903	-1	Sorting Of Apical Proteins  [Source:UniProtKB/TrEMBL;Acc:O01485]
WBGene00015744	C13F10.5	V	7215010	7219088	-1	
WBGene00015745	C13F10.6	V	7219054	7221039	-1	
WBGene00015746	C13F10.7	V	7222049	7223279	-1	
WBGene00015747	C13G5.2	III	8616781	8626917	-1	
WBGene00015748	C14A11.2	X	2803112	2804830	1	
WBGene00015750	C14A11.5	X	2805075	2807528	-1	
WBGene00015751	C14A11.6	X	2810484	2814125	-1	
WBGene00015752	C14B9.2	III	8133665	8136649	1	Probable protein disulfide-isomerase A4  [Source:UniProtKB/Swiss-Prot;Acc:P34329]
WBGene00015753	C14B9.3	III	8108703	8111245	1	
WBGene00015754	C14B9.8	III	8139610	8144629	-1	Probable phosphorylase b kinase regulatory subunit alpha  [Source:UniProtKB/Swiss-Prot;Acc:P34335]
WBGene00015755	C14B9.10	III	8130852	8132436	1	
WBGene00015756	C14C6.2	V	563134	564446	1	
WBGene00015757	C14C6.3	V	543469	545359	1	
WBGene00015758	nhr-155	V	539460	541485	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O44668]
WBGene00015759	C14C6.5	V	536628	537418	1	
WBGene00015760	C14C6.6	V	545844	548080	-1	
WBGene00015761	C14C6.7	V	548713	550619	-1	
WBGene00015762	C14C6.8	V	551279	553167	-1	
WBGene00015763	C14C6.12	V	570571	571205	-1	
WBGene00015764	C14C6.13	V	572031	574739	-1	
WBGene00015765	C14C11.1	V	5663591	5665264	1	
WBGene00015766	C14C11.2	V	5660928	5663473	1	
WBGene00015767	hex-2	V	5654449	5658699	1	HEXosaminidase; Hexosaminidase  [Source:UniProtKB/TrEMBL;Acc:G5EFL1]
WBGene00015768	C14C11.4	V	5647564	5651040	1	
WBGene00015769	C14C11.7	V	5665242	5666082	-1	
WBGene00015770	C14E2.1	X	1826466	1827354	1	
WBGene00015771	got-1.3	X	1806833	1807767	-1	
WBGene00015772	C14E2.3	X	1810686	1811536	-1	
WBGene00015773	C14E2.4	X	1818865	1821324	-1	
WBGene00015774	C14E2.5	X	1823616	1825340	-1	
WBGene00015775	C14E2.6	X	1827738	1828487	-1	
WBGene00015776	dct-1	X	7954355	7956211	1	NIP3 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q09969]
WBGene00015777	sfxn-2	X	7956196	7958303	-1	Sideroflexin  [Source:UniProtKB/TrEMBL;Acc:Q09972]
WBGene00015778	got-2.2	X	6240955	6242709	1	Aspartate aminotransferase  [Source:UniProtKB/TrEMBL;Acc:Q17994]
WBGene00015779	lrch-1	X	6208761	6213911	-1	Leucine-rich Repeats (LRR) and Calponin Homology (CH) domain homolog  [Source:UniProtKB/TrEMBL;Acc:Q17989]
WBGene00015780	C14F11.4	X	6230920	6233048	-1	
WBGene00015781	C14F11.6	X	6238021	6239115	-1	
WBGene00015782	C14F11.7	X	6208161	6208563	-1	
WBGene00015783	C15B12.1	X	6476738	6479086	1	Putative sarcosine oxidase  [Source:UniProtKB/Swiss-Prot;Acc:Q18006]
WBGene00015784	C15B12.2	X	6463412	6465861	1	
WBGene00015785	C15B12.3	X	6467284	6467562	-1	
WBGene00015786	C15B12.4	X	6470366	6473748	-1	
WBGene00015787	actl-1	X	6496823	6499836	-1	ACT1-Like  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AVG9]
WBGene00015788	C15B12.8	X	6474274	6476645	1	
WBGene00015789	syx-6	X	3164525	3165650	1	Putative syntaxin 6  [Source:UniProtKB/Swiss-Prot;Acc:P83528]
WBGene00015790	C15C7.4	X	3146573	3147088	1	
WBGene00015791	C15C7.5	X	3151148	3152461	-1	
WBGene00015792	C15C7.6	X	3167570	3170556	-1	
WBGene00015793	C15C7.7	X	3165796	3167579	1	GDP-fucose protein O-fucosyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q18014]
WBGene00015794	C15F1.1	II	6988778	6991797	1	
WBGene00015795	C15F1.2	II	6979953	6988629	1	
WBGene00015796	C15F1.5	II	6967900	6970615	-1	
WBGene00015797	C15F1.8	II	6976031	6977790	-1	
WBGene00015798	C15H9.2	X	6118776	6120436	1	
WBGene00015799	C15H9.3	X	6115804	6118051	1	
WBGene00015800	C15H9.4	X	6101158	6105526	1	
WBGene00015801	C15H9.5	X	6093286	6097574	1	
WBGene00015802	kynu-1	X	6106926	6109338	-1	Kynureninase  [Source:UniProtKB/Swiss-Prot;Acc:Q18026]
WBGene00015803	C15H9.9	X	6127457	6128326	-1	
WBGene00015805	C15H9.11	X	6102881	6103432	-1	
WBGene00015806	smrc-1	III	6390946	6393843	1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q8MNV7]
WBGene00015807	C16A3.2	III	6389833	6390841	1	
WBGene00015809	C16A3.4	III	6381634	6383024	1	
WBGene00015810	C16A3.5	III	6380695	6381517	1	
WBGene00015811	C16A3.6	III	6379449	6380671	1	Protein MAK16 homolog  [Source:UniProtKB/TrEMBL;Acc:Q18035]
WBGene00015813	thoc-2	III	6368042	6373904	1	THO Complex (Transcription factor/nuclear export) subunit  [Source:UniProtKB/TrEMBL;Acc:Q18033]
WBGene00015814	oatr-1	III	6394223	6396182	-1	Probable ornithine aminotransferase, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q18040]
WBGene00015815	C16A11.2	II	4238159	4244830	1	
WBGene00015816	C16A11.3	II	4229551	4230686	1	
WBGene00015817	C16A11.4	II	4227046	4229157	1	
WBGene00015818	C16A11.5	II	4223309	4226330	1	
WBGene00015819	fbxc-44	II	4236504	4237751	-1	F-box C protein  [Source:UniProtKB/TrEMBL;Acc:A3KFE6]
WBGene00015820	C16A11.7	II	4255848	4256989	-1	
WBGene00015821	clec-135	II	4257092	4258781	-1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O76586]
WBGene00015822	C16B8.2	X	3961930	3966432	-1	
WBGene00015823	C16B8.3	X	3968036	3968637	-1	
WBGene00015824	C16B8.4	X	3970389	3973634	-1	
WBGene00015825	C16C4.1	II	1894212	1894438	1	
WBGene00015826	math-12	II	1890851	1891699	1	
WBGene00015827	math-13	II	1875958	1877237	1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16555]
WBGene00015828	math-14	II	1869410	1870803	1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:F3NWW3]
WBGene00015829	math-15	II	1866386	1867894	1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16551]
WBGene00015830	fbxb-98	II	1862634	1863782	1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:O16550]
WBGene00015832	math-16	II	1877579	1878763	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16556]
WBGene00015833	math-17	II	1879590	1880708	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16557]
WBGene00015834	math-5	II	1881611	1882805	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16558]
WBGene00015835	math-6	II	1883596	1884735	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16559]
WBGene00015836	math-7	II	1885439	1886479	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16560]
WBGene00015837	math-8	II	1887209	1889171	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16561]
WBGene00015838	math-9	II	1889909	1890782	-1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16562]
WBGene00015839	math-10	II	1871548	1873261	1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O16553]
WBGene00015840	math-11	II	1873480	1875106	1	
WBGene00015841	skpo-2	II	3431286	3436512	-1	ShK domain and PerOxidase domain containing protein  [Source:UniProtKB/TrEMBL;Acc:P91060]
WBGene00015842	C16C8.4	II	3443488	3444380	-1	
WBGene00015843	C16C8.5	II	3444689	3445381	-1	
WBGene00015845	C16C8.7	II	3459619	3460314	-1	
WBGene00015846	C16C8.8	II	3461112	3461681	-1	
WBGene00015847	C16C8.9	II	3462570	3463194	-1	
WBGene00015848	C16C8.10	II	3464155	3464680	-1	
WBGene00015849	C16C8.11	II	3453708	3454688	1	
WBGene00015850	C16C8.12	II	3452721	3453602	1	
WBGene00015851	C16C8.13	II	3451421	3452409	1	
WBGene00015852	C16C8.14	II	3449562	3450994	1	
WBGene00015853	C16C8.16	II	3445760	3446719	1	
WBGene00015854	C16C8.17	II	3440827	3442445	1	
WBGene00015855	C16C8.18	II	3429406	3431303	1	
WBGene00015856	C16C8.19	II	3458501	3459023	1	
WBGene00015857	C16D9.1	V	8259316	8261315	1	
WBGene00015858	C16D9.3	V	8238959	8240021	-1	
WBGene00015859	C16D9.4	V	8240928	8242898	-1	
WBGene00015860	C16D9.5	V	8243709	8245400	-1	
WBGene00015861	C16D9.6	V	8248123	8250289	-1	
WBGene00015862	srt-25	V	8256831	8258076	-1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:Q22901]
WBGene00015863	C16D9.8	V	8261390	8263566	-1	
WBGene00015864	C16D9.9	V	8264241	8264663	1	
WBGene00015865	C16E9.1	X	6940253	6943713	1	
WBGene00015866	C16E9.2	X	6935732	6939041	1	
WBGene00015867	ncs-7	X	17617827	17619458	1	Neuronal Calcium Sensor family  [Source:UniProtKB/TrEMBL;Acc:Q94172]
WBGene00015868	C16H3.3	X	17601607	17610048	-1	
WBGene00015869	nhr-257	II	3852954	3854615	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O16538]
WBGene00015870	C17A2.2	II	3846328	3848143	1	
WBGene00015871	C17A2.3	II	3843609	3845509	1	
WBGene00015872	C17A2.4	II	3839862	3841272	1	
WBGene00015873	oac-4	II	3833250	3836015	-1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:O16531]
WBGene00015874	C17A2.6	II	3837338	3838948	-1	
WBGene00015875	C17A2.7	II	3841914	3843405	-1	
WBGene00015876	C17B7.2	V	3348630	3349401	1	
WBGene00015877	C17B7.3	V	3342804	3343865	1	
WBGene00015878	C17B7.4	V	3339348	3340092	1	
WBGene00015879	C17B7.5	V	3333635	3339070	1	
WBGene00015882	C17B7.8	V	3320720	3324279	-1	
WBGene00015883	C17B7.9	V	3330915	3332113	-1	
WBGene00015884	C17B7.10	V	3340179	3342006	-1	
WBGene00015885	fbxa-65	V	3345307	3346484	-1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O45159]
WBGene00015886	C17B7.12	V	3353263	3353921	1	
WBGene00015887	C17C3.1	II	5570572	5574943	1	
WBGene00015888	C17C3.2	II	5566082	5566692	1	
WBGene00015889	C17C3.3	II	5561763	5563523	1	
WBGene00015890	C17C3.5	II	5551833	5552335	1	
WBGene00015891	C17C3.6	II	5550046	5550530	1	
WBGene00015892	C17C3.9	II	5531313	5532259	-1	
WBGene00015893	C17C3.11	II	5537835	5539004	1	
WBGene00015894	acdh-2	II	5544781	5547492	-1	Acyl CoA DeHydrogenase  [Source:UniProtKB/TrEMBL;Acc:H2KYU0]
WBGene00015895	C17C3.13	II	5567786	5568396	-1	
WBGene00015896	C17C3.15	II	5571074	5571969	1	
WBGene00015897	nhr-156	V	3906141	3908435	1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O16398]
WBGene00015898	sre-9	V	3894961	3898208	1	Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:A0A163UT97]
WBGene00015899	C17E7.4	V	3892856	3894573	1	
WBGene00015900	nhr-157	V	3866556	3869005	-1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O16388]
WBGene00015901	nhr-158	V	3871174	3873216	-1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O16389]
WBGene00015902	nhr-159	V	3875245	3878382	-1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O16390]
WBGene00015903	C17E7.9	V	3889287	3890861	-1	
WBGene00015904	irld-22	V	3898800	3900202	-1	Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:O16395]
WBGene00015905	C17E7.12	V	3890968	3892026	-1	
WBGene00015906	C17E7.13	V	3887750	3889286	-1	
WBGene00015907	C17F3.1	I	6669184	6669592	1	
WBGene00015908	C17F3.3	I	6682333	6683697	1	
WBGene00015909	clec-124	II	3250313	3250856	1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O16543]
WBGene00015910	C17F4.2	II	3248623	3249386	1	
WBGene00015911	C17F4.3	II	3240545	3241726	1	
WBGene00015912	fbxc-50	II	3246316	3248174	-1	F-box C protein  [Source:UniProtKB/TrEMBL;Acc:O16541]
WBGene00015913	C17F4.7	II	3245087	3246015	-1	
WBGene00015914	C17F4.8	II	3230817	3234813	-1	
WBGene00015915	C17G10.1	II	5596547	5598449	1	
WBGene00015916	C17G10.2	II	5594714	5596463	1	
WBGene00015917	C17G10.3	II	5583036	5584752	1	
WBGene00015918	C17G10.6	II	5599930	5603294	-1	
WBGene00015919	C17G10.7	II	5606542	5607856	-1	
WBGene00015920	eif-3.L	II	5619590	5622483	-1	Eukaryotic translation initiation factor 3 subunit L  [Source:UniProtKB/Swiss-Prot;Acc:Q95QW0]
WBGene00015921	C17H11.1	X	8173910	8180865	1	
WBGene00015922	C17H11.2	X	8169930	8172913	1	
WBGene00015924	C17H11.4	X	8181031	8181640	-1	
WBGene00015925	C17H11.5	X	8183008	8185133	-1	
WBGene00015926	C17H11.6	X	8185175	8203784	-1	
WBGene00015927	dyci-1	IV	6779848	6784340	-1	DYnein Chain, light Intermediate  [Source:UniProtKB/TrEMBL;Acc:O45087]
WBGene00015928	C17H12.2	IV	6786858	6789644	-1	
